name,p_female,p_male,weight,culture,source
yinjie,0.5,0.5,0.5,east_asian,firstname-db
yinkun,0.5,0.5,0.5,east_asian,firstname-db
yinli,0.5,0.5,0.5,east_asian,firstname-db
yinling,0.5,0.5,0.5,east_asian,firstname-db
yinlong,0.5,0.5,0.5,east_asian,firstname-db
yinmei,0.5,0.5,0.5,east_asian,firstname-db
yinmin,0.5,0.5,0.5,east_asian,firstname-db
yinon,0.0,1.0,1.0,arab,firstname-db
yinong,0.5,0.5,0.5,east_asian,firstname-db
yinping,0.5,0.5,0.5,east_asian,firstname-db
yinsheng,0.5,0.5,0.5,east_asian,firstname-db
yinxiang,0.5,0.5,0.5,east_asian,firstname-db
yinyan,0.5,0.5,0.5,east_asian,firstname-db
yinyun,0.5,0.5,0.5,east_asian,firstname-db
yiping,0.5,0.5,0.5,east_asian,firstname-db
yiqian,0.5,0.5,0.5,east_asian,firstname-db
yiqiang,0.5,0.5,0.5,east_asian,firstname-db
yiqin,0.5,0.5,0.5,east_asian,firstname-db
yiqing,0.5,0.5,0.5,east_asian,firstname-db
yiqiong,0.5,0.5,0.5,east_asian,firstname-db
yiqiu,0.5,0.5,0.5,east_asian,firstname-db
yiquan,0.5,0.5,0.5,east_asian,firstname-db
yiqun,0.5,0.5,0.5,east_asian,firstname-db
yiren,0.5,0.5,0.5,east_asian,firstname-db
yirong,0.5,0.5,0.5,east_asian,firstname-db
yiru,0.5,0.5,0.5,east_asian,firstname-db
yishai,0.0,1.0,1.0,arab,firstname-db
yishay,0.0,1.0,1.0,arab,firstname-db
yisheng,0.5,0.5,0.5,east_asian,firstname-db
yishi,0.5,0.5,0.5,east_asian,firstname-db
yishu,0.5,0.5,0.5,east_asian,firstname-db
yishui,0.5,0.5,0.5,east_asian,firstname-db
yisong,0.5,0.5,0.5,east_asian,firstname-db
yisrael,0.0,1.0,1.0,arab,firstname-db
yisroel,0.0,1.0,1.0,arab,firstname-db
yitao,0.5,0.5,0.5,east_asian,firstname-db
yiting,0.5,0.5,0.5,east_asian,firstname-db
yitong,0.5,0.5,0.5,east_asian,firstname-db
yitzchak,0.0,1.0,1.0,arab,firstname-db
yitzchok,0.0,1.0,1.0,arab,firstname-db
yitzhak,0.0,1.0,1.0,arab,firstname-db
yitzshak,0.0,1.0,1.0,arab,firstname-db
yivsam,0.0,1.0,1.0,arab,firstname-db
yiwei,0.5,0.5,0.5,east_asian,firstname-db
yiwen,0.5,0.5,0.5,east_asian,firstname-db
yixi,0.5,0.5,0.5,east_asian,firstname-db
yixian,0.5,0.5,0.5,east_asian,firstname-db
yixiang,0.5,0.5,0.5,east_asian,firstname-db
yixin,0.5,0.5,0.5,east_asian,firstname-db
yixing,0.5,0.5,0.5,east_asian,firstname-db
yixiong,0.5,0.5,0.5,east_asian,firstname-db
yixuan,0.5,0.5,0.5,east_asian,firstname-db
yixue,0.5,0.5,0.5,east_asian,firstname-db
yixun,0.5,0.5,0.5,east_asian,firstname-db
yiyan,0.5,0.5,0.5,east_asian,firstname-db
yiyang,0.5,0.5,0.5,east_asian,firstname-db
yiyao,0.5,0.5,0.5,east_asian,firstname-db
yiyi,0.5,0.5,0.5,east_asian,firstname-db
yiying,0.5,0.5,0.5,east_asian,firstname-db
yiyong,0.5,0.5,0.5,east_asian,firstname-db
yiyu,0.5,0.5,0.5,east_asian,firstname-db
yiyuan,0.5,0.5,0.5,east_asian,firstname-db
yiyun,0.5,0.5,0.5,east_asian,firstname-db
yizeng,0.5,0.5,0.5,east_asian,firstname-db
yizhen,0.5,0.5,0.5,east_asian,firstname-db
yizheng,0.5,0.5,0.5,east_asian,firstname-db
yizhi,0.5,0.5,0.5,east_asian,firstname-db
yizhong,0.5,0.5,0.5,east_asian,firstname-db
yizhou,0.5,0.5,0.5,east_asian,firstname-db
yizhuang,0.5,0.5,0.5,east_asian,firstname-db
yiğit,0.0,1.0,1.0,arab,firstname-db
yiğitcan,0.0,1.0,1.0,arab,firstname-db
yiğithan,0.0,1.0,1.0,arab,firstname-db
yke,0.25,0.75,0.7,european_other,firstname-db
ylber,0.0,1.0,1.0,slavic,firstname-db
yle,0.0,1.0,1.0,european_other,firstname-db
ylenia,1.0,0.0,1.0,european_other,firstname-db
ylermi,0.0,1.0,1.0,european_other,firstname-db
ylfa,1.0,0.0,1.0,european_other,firstname-db
ylli,0.0,1.0,1.0,slavic,firstname-db
yllka,1.0,0.0,1.0,slavic,firstname-db
ylva,1.0,0.0,1.0,european_other,firstname-db
ylvije,1.0,0.0,1.0,slavic,firstname-db
ym,0.0,1.0,1.0,arab,firstname-db
ymer,0.0,1.0,1.0,slavic,firstname-db
ymke,0.75,0.25,0.7,european_other,firstname-db
ymkje,1.0,0.0,1.0,european_other,firstname-db
ymte,0.0,1.0,1.0,european_other,firstname-db
yngvar,0.0,1.0,1.0,european_other,firstname-db
yngve,0.0,1.0,1.0,european_other,firstname-db
yngvi,0.0,1.0,1.0,european_other,firstname-db
yngvild,1.0,0.0,1.0,european_other,firstname-db
ynon,0.0,1.0,1.0,arab,firstname-db
ynske,0.75,0.25,0.7,european_other,firstname-db
ynès,1.0,0.0,1.0,european_other,firstname-db
yo,0.5,0.5,0.5,east_asian,firstname-db
yoad,0.0,1.0,1.0,arab,firstname-db
yoan,0.0,1.0,1.0,european_other,firstname-db
yoann,0.5,0.5,1.0,western,firstname-db
yoav,0.0,1.0,1.0,arab,firstname-db
yochai,0.0,1.0,1.0,arab,firstname-db
yochanan,0.0,1.0,1.0,arab,firstname-db
yocheved,1.0,0.0,1.0,arab,firstname-db
yoe,0.5,0.5,0.5,east_asian,firstname-db
yoel,0.0,1.0,1.0,arab,firstname-db
yoeri,0.0,1.0,1.0,european_other,firstname-db
yogalingam,0.0,1.0,1.0,south_asian,firstname-db
yoganathan,0.0,1.0,1.0,south_asian,firstname-db
yogarajah,0.0,1.0,1.0,south_asian,firstname-db
yogarasa,0.0,1.0,1.0,south_asian,firstname-db
yogendra,0.0,1.0,1.0,south_asian,firstname-db
yogendran,0.0,1.0,1.0,south_asian,firstname-db
yogesh,0.0,1.0,1.0,south_asian,firstname-db
yogeshwer,0.0,1.0,1.0,south_asian,firstname-db
yogeswaran,0.0,1.0,1.0,south_asian,firstname-db
yogev,0.0,1.0,1.0,arab,firstname-db
yogita,1.0,0.0,1.0,south_asian,firstname-db
yohai,0.0,1.0,1.0,arab,firstname-db
yohanan,0.0,1.0,1.0,arab,firstname-db
yohei,0.0,1.0,1.0,east_asian,firstname-db
yoheved,1.0,0.0,1.0,arab,firstname-db
yohichi,0.0,1.0,1.0,east_asian,firstname-db
yohji,0.0,1.0,1.0,east_asian,firstname-db
yohko,1.0,0.0,1.0,east_asian,firstname-db
yoichi,0.0,1.0,1.0,east_asian,firstname-db
yoichiro,0.0,1.0,1.0,east_asian,firstname-db
yoji,0.0,1.0,1.0,east_asian,firstname-db
yoko,1.0,0.0,1.6,east_asian,firstname-db+faimr-seed
yol,0.5,0.5,0.5,east_asian,firstname-db
yolaine,1.0,0.0,1.0,european_other,firstname-db
yoland,0.0,1.0,1.0,european_other,firstname-db
yolanda,1.0,0.0,1.0,european_other,firstname-db
yolande,1.0,0.0,1.0,european_other,firstname-db
yolanta,1.0,0.0,1.0,european_other,firstname-db
yolonda,1.0,0.0,1.0,western,firstname-db
yolène,1.0,0.0,1.0,european_other,firstname-db
yon,0.25,0.75,0.7,east_asian,firstname-db
yona,0.5,0.5,0.5,arab,firstname-db
yonadav,0.0,1.0,1.0,arab,firstname-db
yonah,0.75,0.25,0.7,arab,firstname-db
yonatan,0.0,1.0,1.0,arab,firstname-db
yonathan,0.0,1.0,1.0,arab,firstname-db
yonca,1.0,0.0,1.0,arab,firstname-db
yong,0.3542,0.6458,0.6,east_asian,firstname-db
yongan,0.5,0.5,0.5,east_asian,firstname-db
yongbao,0.5,0.5,0.5,east_asian,firstname-db
yongbiao,0.5,0.5,0.5,east_asian,firstname-db
yongbin,0.5,0.5,0.5,east_asian,firstname-db
yongbo,0.5,0.5,0.5,east_asian,firstname-db
yongbum,0.0,1.0,1.0,east_asian,firstname-db
yongcan,0.5,0.5,0.5,east_asian,firstname-db
yongchan,0.0,1.0,1.0,east_asian,firstname-db
yongchang,0.5,0.5,0.5,east_asian,firstname-db
yongchao,0.5,0.5,0.5,east_asian,firstname-db
yongchen,0.5,0.5,0.5,east_asian,firstname-db
yongcheng,0.5,0.5,0.5,east_asian,firstname-db
yongchu,0.5,0.5,0.5,east_asian,firstname-db
yongchul,0.0,1.0,1.0,east_asian,firstname-db
yongchun,0.5,0.5,0.5,east_asian,firstname-db
yongde,0.5,0.5,0.5,east_asian,firstname-db
yongdi,0.5,0.5,0.5,east_asian,firstname-db
yongding,0.5,0.5,0.5,east_asian,firstname-db
yongdong,0.5,0.5,0.5,east_asian,firstname-db
yongfa,0.5,0.5,0.5,east_asian,firstname-db
yongfan,0.5,0.5,0.5,east_asian,firstname-db
yongfang,0.5,0.5,0.5,east_asian,firstname-db
yongfei,0.5,0.5,0.5,east_asian,firstname-db
yongfeng,0.5,0.5,0.5,east_asian,firstname-db
yongfu,0.5,0.5,0.5,east_asian,firstname-db
yonggang,0.5,0.5,0.5,east_asian,firstname-db
yongge,0.5,0.5,0.5,east_asian,firstname-db
yongguang,0.5,0.5,0.5,east_asian,firstname-db
yongguo,0.5,0.5,0.5,east_asian,firstname-db
yonghai,0.5,0.5,0.5,east_asian,firstname-db
yonghan,0.0,1.0,1.0,east_asian,firstname-db
yonghao,0.5,0.5,0.5,east_asian,firstname-db
yonghe,0.5,0.5,0.5,east_asian,firstname-db
yonghee,1.0,0.0,1.0,east_asian,firstname-db
yongheng,0.5,0.5,0.5,east_asian,firstname-db
yongho,0.0,1.0,1.0,east_asian,firstname-db
yonghong,0.5,0.5,0.5,east_asian,firstname-db
yonghua,0.5,0.5,0.5,east_asian,firstname-db
yonghuai,0.5,0.5,0.5,east_asian,firstname-db
yonghui,0.6458,0.3542,0.6,east_asian,firstname-db
yonghwan,0.0,1.0,1.0,east_asian,firstname-db
yongig,0.0,1.0,1.0,east_asian,firstname-db
yongja,1.0,0.0,1.0,east_asian,firstname-db
yongji,0.5,0.5,0.5,east_asian,firstname-db
yongjia,0.5,0.5,0.5,east_asian,firstname-db
yongjian,0.5,0.5,0.5,east_asian,firstname-db
yongjiang,0.5,0.5,0.5,east_asian,firstname-db
yongjie,0.5,0.5,0.5,east_asian,firstname-db
yongjin,0.5,0.5,0.5,east_asian,firstname-db
yongju,0.8333,0.1667,0.75,east_asian,firstname-db
yongjun,0.1667,0.8333,0.75,east_asian,firstname-db
yongkai,0.5,0.5,0.5,east_asian,firstname-db
yongkang,0.5,0.5,0.5,east_asian,firstname-db
yongke,0.5,0.5,0.5,east_asian,firstname-db
yongki,0.0,1.0,1.0,east_asian,firstname-db
yongkwon,0.0,1.0,1.0,east_asian,firstname-db
yonglei,0.5,0.5,0.5,east_asian,firstname-db
yongli,0.5,0.5,0.5,east_asian,firstname-db
yonglian,0.5,0.5,0.5,east_asian,firstname-db
yongliang,0.5,0.5,0.5,east_asian,firstname-db
yonglin,0.5,0.5,0.5,east_asian,firstname-db
yongling,0.5,0.5,0.5,east_asian,firstname-db
yonglong,0.5,0.5,0.5,east_asian,firstname-db
yongmei,0.5,0.5,0.5,east_asian,firstname-db
yongmin,0.1667,0.8333,0.75,east_asian,firstname-db
yongming,0.5,0.5,0.5,east_asian,firstname-db
yongnam,0.0,1.0,1.0,east_asian,firstname-db
yongnan,0.5,0.5,0.5,east_asian,firstname-db
yongnian,0.5,0.5,0.5,east_asian,firstname-db
yongning,0.5,0.5,0.5,east_asian,firstname-db
yongoh,0.0,1.0,1.0,east_asian,firstname-db
yongok,1.0,0.0,1.0,east_asian,firstname-db
yongping,0.5,0.5,0.5,east_asian,firstname-db
yongqi,0.5,0.5,0.5,east_asian,firstname-db
yongqian,0.5,0.5,0.5,east_asian,firstname-db
yongqiang,0.5,0.5,0.5,east_asian,firstname-db
yongqin,0.5,0.5,0.5,east_asian,firstname-db
yongqing,0.5,0.5,0.5,east_asian,firstname-db
yongquan,0.5,0.5,0.5,east_asian,firstname-db
yongrong,0.5,0.5,0.5,east_asian,firstname-db
yongsan,0.5,0.5,0.5,east_asian,firstname-db
yongsen,0.5,0.5,0.5,east_asian,firstname-db
yongseng,0.5,0.5,0.5,east_asian,firstname-db
yongseok,0.0,1.0,1.0,east_asian,firstname-db
yongsheng,0.5,0.5,0.5,east_asian,firstname-db
yongsik,0.0,1.0,1.0,east_asian,firstname-db
yongsong,0.5,0.5,0.5,east_asian,firstname-db
yongsoo,0.0,1.0,1.0,east_asian,firstname-db
yongsook,1.0,0.0,1.0,east_asian,firstname-db
yongsoon,1.0,0.0,1.0,east_asian,firstname-db
yongsu,0.0,1.0,1.0,east_asian,firstname-db
yongsuk,0.5,0.5,0.5,east_asian,firstname-db
yongsun,1.0,0.0,1.0,east_asian,firstname-db
yongsung,0.0,1.0,1.0,east_asian,firstname-db
yongtae,0.0,1.0,1.0,east_asian,firstname-db
yongtao,0.5,0.5,0.5,east_asian,firstname-db
yongting,0.5,0.5,0.5,east_asian,firstname-db
yongwei,0.5,0.5,0.5,east_asian,firstname-db
yongwen,0.5,0.5,0.5,east_asian,firstname-db
yongwoon,0.0,1.0,1.0,east_asian,firstname-db
yongxi,0.5,0.5,0.5,east_asian,firstname-db
yongxia,0.5,0.5,0.5,east_asian,firstname-db
yongxian,0.5,0.5,0.5,east_asian,firstname-db
yongxiang,0.5,0.5,0.5,east_asian,firstname-db
yongxin,0.5,0.5,0.5,east_asian,firstname-db
yongxing,0.5,0.5,0.5,east_asian,firstname-db
yongxue,0.5,0.5,0.5,east_asian,firstname-db
yongyao,0.5,0.5,0.5,east_asian,firstname-db
yongyi,0.5,0.5,0.5,east_asian,firstname-db
yongyin,0.5,0.5,0.5,east_asian,firstname-db
yongyong,0.5,0.5,0.5,east_asian,firstname-db
yongyou,0.5,0.5,0.5,east_asian,firstname-db
yongyu,0.5,0.5,0.5,east_asian,firstname-db
yongyuan,0.5,0.5,0.5,east_asian,firstname-db
yongze,0.5,0.5,0.5,east_asian,firstname-db
yongzeng,0.5,0.5,0.5,east_asian,firstname-db
yongzhang,0.5,0.5,0.5,east_asian,firstname-db
yongzhao,0.5,0.5,0.5,east_asian,firstname-db
yongzhen,0.5,0.5,0.5,east_asian,firstname-db
yongzheng,0.5,0.5,0.5,east_asian,firstname-db
yongzhi,0.5,0.5,0.5,east_asian,firstname-db
yongzhong,0.5,0.5,0.5,east_asian,firstname-db
yoni,0.1029,0.8971,0.85,european_other,firstname-db
yonina,1.0,0.0,1.0,european_other,firstname-db
yonit,1.0,0.0,1.0,arab,firstname-db
yonok,1.0,0.0,1.0,east_asian,firstname-db
yoo,0.5,0.5,0.5,east_asian,firstname-db
yoojin,0.5,0.5,0.5,east_asian,firstname-db
yoojung,1.0,0.0,1.0,east_asian,firstname-db
yookyung,1.0,0.0,1.0,east_asian,firstname-db
yoon,0.5,0.5,0.5,east_asian,firstname-db
yoonhee,1.0,0.0,1.0,east_asian,firstname-db
yoonja,1.0,0.0,1.0,east_asian,firstname-db
yoonjung,1.0,0.0,1.0,east_asian,firstname-db
yoonkook,0.0,1.0,1.0,east_asian,firstname-db
yoonku,0.0,1.0,1.0,east_asian,firstname-db
yoonok,1.0,0.0,1.0,east_asian,firstname-db
yoram,0.0,1.0,1.0,arab,firstname-db
yorck,0.0,1.0,1.0,european_other,firstname-db
yordan,0.0,1.0,1.0,european_other,firstname-db
yorick,0.0,1.0,1.0,european_other,firstname-db
yoriko,1.0,0.0,1.0,east_asian,firstname-db
york,0.0,1.0,1.0,european_other,firstname-db
yosef,0.0,1.0,1.0,arab,firstname-db
yosefa,1.0,0.0,1.0,arab,firstname-db
yoselin,1.0,0.0,1.0,western,firstname-db
yoseph,0.0,1.0,1.0,arab,firstname-db
yoshi,0.0,1.0,1.0,east_asian,firstname-db
yoshiaki,0.0,1.0,1.0,east_asian,firstname-db
yoshie,1.0,0.0,1.0,east_asian,firstname-db
yoshifumi,0.0,1.0,1.0,east_asian,firstname-db
yoshiharu,0.0,1.0,1.0,east_asian,firstname-db
yoshihide,0.0,1.0,1.0,east_asian,firstname-db
yoshihiko,0.0,1.0,1.0,east_asian,firstname-db
yoshihiro,0.0,1.0,1.0,east_asian,firstname-db
yoshihisa,0.0,1.0,1.0,east_asian,firstname-db
yoshihito,0.0,1.0,1.0,east_asian,firstname-db
yoshiichirou,0.0,1.0,1.0,east_asian,firstname-db
yoshiji,0.0,1.0,1.0,east_asian,firstname-db
yoshikatsu,0.0,1.0,1.0,east_asian,firstname-db
yoshikazu,0.0,1.0,1.0,east_asian,firstname-db
yoshiki,0.0,1.0,1.0,east_asian,firstname-db
yoshiko,1.0,0.0,1.0,east_asian,firstname-db
yoshimasa,0.0,1.0,1.0,east_asian,firstname-db
yoshimi,0.75,0.25,0.7,east_asian,firstname-db
yoshimichi,0.0,1.0,1.0,east_asian,firstname-db
yoshimitsu,0.0,1.0,1.0,east_asian,firstname-db
yoshimoto,0.0,1.0,1.0,east_asian,firstname-db
yoshinari,0.0,1.0,1.0,east_asian,firstname-db
yoshinobu,0.0,1.0,1.0,east_asian,firstname-db
yoshinori,0.0,1.0,1.0,east_asian,firstname-db
yoshio,0.0,1.0,1.0,east_asian,firstname-db
yoshiro,0.0,1.0,1.0,east_asian,firstname-db
yoshitaka,0.0,1.0,1.0,east_asian,firstname-db
yoshito,0.0,1.0,1.0,east_asian,firstname-db
yoshitoshi,0.0,1.0,1.0,east_asian,firstname-db
yoshiya,1.0,0.0,1.0,east_asian,firstname-db
yoshiyasu,0.0,1.0,1.0,east_asian,firstname-db
yoshiyuki,0.0,1.0,1.0,east_asian,firstname-db
yosio,0.0,1.0,1.0,east_asian,firstname-db
yosma,1.0,0.0,1.0,arab,firstname-db
yosra,1.0,0.0,1.0,arab,firstname-db
yossef,0.0,1.0,1.0,arab,firstname-db
yossi,0.0,1.0,1.0,arab,firstname-db
yossy,0.0,1.0,1.0,arab,firstname-db
yosuke,0.0,1.0,1.0,east_asian,firstname-db
yosun,1.0,0.0,1.0,arab,firstname-db
you,0.5,0.5,0.5,east_asian,firstname-db
youbin,0.5,0.5,0.5,east_asian,firstname-db
youbo,0.5,0.5,0.5,east_asian,firstname-db
youcai,0.5,0.5,0.5,east_asian,firstname-db
youcef,0.0,1.0,1.0,arab,firstname-db
youchang,0.5,0.5,0.5,east_asian,firstname-db
youchen,0.5,0.5,0.5,east_asian,firstname-db
youchun,0.5,0.5,0.5,east_asian,firstname-db
youdan,0.5,0.5,0.5,east_asian,firstname-db
youde,0.5,0.5,0.5,east_asian,firstname-db
youdi,0.5,0.5,0.5,east_asian,firstname-db
youfang,0.5,0.5,0.5,east_asian,firstname-db
youfeng,0.5,0.5,0.5,east_asian,firstname-db
youfu,0.5,0.5,0.5,east_asian,firstname-db
youguo,0.5,0.5,0.5,east_asian,firstname-db
youhong,0.5,0.5,0.5,east_asian,firstname-db
youhua,0.5,0.5,0.5,east_asian,firstname-db
youhui,0.5,0.5,0.5,east_asian,firstname-db
youichi,0.0,1.0,1.0,east_asian,firstname-db
youichirou,0.0,1.0,1.0,east_asian,firstname-db
youji,0.0,1.0,1.0,east_asian,firstname-db
youjuan,0.5,0.5,0.5,east_asian,firstname-db
youjun,0.5,0.5,0.5,east_asian,firstname-db
youki,0.75,0.25,0.7,east_asian,firstname-db
youko,1.0,0.0,1.0,east_asian,firstname-db
youl,0.5,0.5,0.5,east_asian,firstname-db
youli,0.1667,0.8333,0.75,european_other,firstname-db
youlia,1.0,0.0,1.0,european_other,firstname-db
youlian,0.0,1.0,1.0,european_other,firstname-db
youliana,1.0,0.0,1.0,european_other,firstname-db
youliang,0.5,0.5,0.5,east_asian,firstname-db
youlin,0.5,0.5,0.5,east_asian,firstname-db
youmin,0.5,0.5,0.5,east_asian,firstname-db
youming,0.5,0.5,0.5,east_asian,firstname-db
youn,0.5,0.5,0.5,east_asian,firstname-db
younbae,0.0,1.0,1.0,east_asian,firstname-db
younes,0.0,1.0,1.0,arab,firstname-db
young,0.75,0.25,1.2,east_asian,firstname-db+faimr-unisex
youngae,1.0,0.0,1.0,east_asian,firstname-db
youngbae,0.0,1.0,1.0,east_asian,firstname-db
youngbin,0.0,1.0,1.0,east_asian,firstname-db
youngbok,0.0,1.0,1.0,east_asian,firstname-db
youngchan,0.0,1.0,1.0,east_asian,firstname-db
youngcheol,0.0,1.0,1.0,east_asian,firstname-db
youngchul,0.0,1.0,1.0,east_asian,firstname-db
youngdae,0.0,1.0,1.0,east_asian,firstname-db
youngeun,1.0,0.0,1.0,east_asian,firstname-db
younggil,0.0,1.0,1.0,east_asian,firstname-db
younggyu,0.0,1.0,1.0,east_asian,firstname-db
younghae,1.0,0.0,1.0,east_asian,firstname-db
younghak,0.0,1.0,1.0,east_asian,firstname-db
younghee,1.0,0.0,1.0,east_asian,firstname-db
youngho,0.0,1.0,1.0,east_asian,firstname-db
younghoon,0.0,1.0,1.0,east_asian,firstname-db
younghwa,1.0,0.0,1.0,east_asian,firstname-db
younghye,0.0,1.0,1.0,east_asian,firstname-db
younghyuk,0.0,1.0,1.0,east_asian,firstname-db
younghyun,0.0,1.0,1.0,east_asian,firstname-db
youngil,0.0,1.0,1.0,east_asian,firstname-db
youngim,1.0,0.0,1.0,east_asian,firstname-db
youngin,0.5,0.5,0.5,east_asian,firstname-db
youngja,1.0,0.0,1.0,east_asian,firstname-db
youngjae,0.0,1.0,1.0,east_asian,firstname-db
youngjin,0.25,0.75,0.7,east_asian,firstname-db
youngjoo,1.0,0.0,1.0,east_asian,firstname-db
youngjoon,0.0,1.0,1.0,east_asian,firstname-db
youngju,1.0,0.0,1.0,east_asian,firstname-db
youngki,0.0,1.0,1.0,east_asian,firstname-db
youngkil,0.0,1.0,1.0,east_asian,firstname-db
youngkun,0.0,1.0,1.0,east_asian,firstname-db
youngkyu,0.0,1.0,1.0,east_asian,firstname-db
youngman,0.0,1.0,1.0,east_asian,firstname-db
youngmi,1.0,0.0,1.0,east_asian,firstname-db
youngmin,0.0,1.0,1.0,east_asian,firstname-db
youngmuk,0.0,1.0,1.0,east_asian,firstname-db
youngnam,0.0,1.0,1.0,east_asian,firstname-db
youngok,1.0,0.0,1.0,east_asian,firstname-db
youngran,1.0,0.0,1.0,east_asian,firstname-db
youngsam,0.0,1.0,1.0,east_asian,firstname-db
youngseop,0.0,1.0,1.0,east_asian,firstname-db
youngseung,0.0,1.0,1.0,east_asian,firstname-db
youngshim,1.0,0.0,1.0,east_asian,firstname-db
youngshin,1.0,0.0,1.0,east_asian,firstname-db
youngsik,0.0,1.0,1.0,east_asian,firstname-db
youngsok,0.5,0.5,0.5,east_asian,firstname-db
youngsoo,0.0,1.0,1.0,east_asian,firstname-db
youngsook,1.0,0.0,1.0,east_asian,firstname-db
youngsoon,1.0,0.0,1.0,east_asian,firstname-db
youngsoung,0.0,1.0,1.0,east_asian,firstname-db
youngsu,0.0,1.0,1.0,east_asian,firstname-db
youngsuk,1.0,0.0,1.0,east_asian,firstname-db
youngsun,1.0,0.0,1.0,east_asian,firstname-db
youngsung,0.5,0.5,0.5,east_asian,firstname-db
youngsup,0.0,1.0,1.0,east_asian,firstname-db
youngtae,0.0,1.0,1.0,east_asian,firstname-db
youngtaik,0.0,1.0,1.0,east_asian,firstname-db
younguk,0.0,1.0,1.0,east_asian,firstname-db
younian,0.5,0.5,0.5,east_asian,firstname-db
younjoo,1.0,0.0,1.0,east_asian,firstname-db
younsoo,0.0,1.0,1.0,east_asian,firstname-db
younsuk,1.0,0.0,1.0,east_asian,firstname-db
youping,0.5,0.5,0.5,east_asian,firstname-db
youqi,0.5,0.5,0.5,east_asian,firstname-db
youqin,0.5,0.5,0.5,east_asian,firstname-db
youqing,0.5,0.5,0.5,east_asian,firstname-db
youri,0.0,1.0,1.0,slavic,firstname-db
youriy,0.0,1.0,1.0,european_other,firstname-db
yourong,0.5,0.5,0.5,east_asian,firstname-db
yousef,0.0,1.0,1.0,arab,firstname-db
yousheng,0.5,0.5,0.5,east_asian,firstname-db
yousif,0.0,1.0,1.0,arab,firstname-db
yousra,1.0,0.0,1.0,arab,firstname-db
youssef,0.0,1.0,1.0,arab,firstname-db
youssi,0.0,1.0,1.0,arab,firstname-db
youssif,0.0,1.0,1.0,arab,firstname-db
youssouf,0.0,1.0,1.0,arab,firstname-db
youssra,1.0,0.0,1.0,arab,firstname-db
yousuf,0.0,1.0,1.0,arab,firstname-db
yousuke,0.0,1.0,1.0,east_asian,firstname-db
youtarou,0.0,1.0,1.0,east_asian,firstname-db
youval,0.0,1.0,1.0,arab,firstname-db
youwei,0.5,0.5,0.5,east_asian,firstname-db
youwen,0.5,0.5,0.5,east_asian,firstname-db
youxiang,0.5,0.5,0.5,east_asian,firstname-db
youxin,0.5,0.5,0.5,east_asian,firstname-db
youxue,0.5,0.5,0.5,east_asian,firstname-db
youyan,0.5,0.5,0.5,east_asian,firstname-db
youyi,0.5,0.5,0.5,east_asian,firstname-db
youying,0.5,0.5,0.5,east_asian,firstname-db
youyu,0.5,0.5,0.5,east_asian,firstname-db
youyuan,0.5,0.5,0.5,east_asian,firstname-db
youzhi,0.5,0.5,0.5,east_asian,firstname-db
youzhong,0.5,0.5,0.5,east_asian,firstname-db
yovcho,0.0,1.0,1.0,european_other,firstname-db
ypatia,1.0,0.0,1.0,european_other,firstname-db
ype,0.0,1.0,1.0,european_other,firstname-db
yray,0.0,1.0,1.0,arab,firstname-db
yrjö,0.0,1.0,1.0,european_other,firstname-db
yrsa,1.0,0.0,1.0,european_other,firstname-db
ysaline,1.0,0.0,1.0,european_other,firstname-db
yseult,1.0,0.0,1.0,european_other,firstname-db
yt,1.0,0.0,1.0,european_other,firstname-db
ytje,1.0,0.0,1.0,european_other,firstname-db
ytsje,1.0,0.0,1.0,european_other,firstname-db
yu,0.8333,0.1667,1.25,east_asian,firstname-db+faimr-unisex
yuai,0.5,0.5,0.5,east_asian,firstname-db
yuan,0.5,0.5,0.5,east_asian,firstname-db
yuanbin,0.5,0.5,0.5,east_asian,firstname-db
yuanbo,0.5,0.5,0.5,east_asian,firstname-db
yuanchang,0.5,0.5,0.5,east_asian,firstname-db
yuanchao,0.5,0.5,0.5,east_asian,firstname-db
yuancheng,0.5,0.5,0.5,east_asian,firstname-db
yuanchong,0.5,0.5,0.5,east_asian,firstname-db
yuanchun,0.5,0.5,0.5,east_asian,firstname-db
yuandong,0.5,0.5,0.5,east_asian,firstname-db
yuanfang,0.5,0.5,0.5,east_asian,firstname-db
yuanfei,0.5,0.5,0.5,east_asian,firstname-db
yuanfeng,0.5,0.5,0.5,east_asian,firstname-db
yuanfu,0.5,0.5,0.5,east_asian,firstname-db
yuangang,0.5,0.5,0.5,east_asian,firstname-db
yuanhang,0.5,0.5,0.5,east_asian,firstname-db
yuanhao,0.5,0.5,0.5,east_asian,firstname-db
yuanhe,0.5,0.5,0.5,east_asian,firstname-db
yuanhong,0.5,0.5,0.5,east_asian,firstname-db
yuanhua,0.5,0.5,0.5,east_asian,firstname-db
yuanhui,0.5,0.5,0.5,east_asian,firstname-db
yuanjian,0.5,0.5,0.5,east_asian,firstname-db
yuanjin,0.5,0.5,0.5,east_asian,firstname-db
yuanjun,0.5,0.5,0.5,east_asian,firstname-db
yuanli,0.5,0.5,0.5,east_asian,firstname-db
yuanliang,0.5,0.5,0.5,east_asian,firstname-db
yuanlin,0.5,0.5,0.5,east_asian,firstname-db
yuanling,0.5,0.5,0.5,east_asian,firstname-db
yuanlong,0.5,0.5,0.5,east_asian,firstname-db
yuanmei,0.5,0.5,0.5,east_asian,firstname-db
